"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2015_100","2015=100",108.6289,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2015_100","2015=100",108.7285,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2015_100","2015=100",110.1237,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",110.4227,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",111.818,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",115.4057,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",118.9934,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",125.7703,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",122.7805,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",125.4713,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",123.8768,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",126.1689,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",119.5914,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",118.2958,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",122.1825,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",118.4951,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",118.4951,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",120.3887,,
"PRMNTO01","Production in total manufacturing sa, Index","EST","Estonia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",121.0863,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",96.9,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",97.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",97.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",98.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",99,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",100.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",101.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",101.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",100.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",101.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",100.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",103.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",104.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",102.9,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",101.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",103.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",104.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",103.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",104,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",103.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",104.3,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",104.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",106,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",105.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",105,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",103.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",105.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",107.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",106.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",107.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",105.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",105.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",105.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",105.9,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",105.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",107.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",104.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",105.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",106,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",106.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",107.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",106,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",107,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",106.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",108.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",107.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",109.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",108.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2010_100","2010=100",109.3,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2010_100","2010=100",110.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2010_100","2010=100",112.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2010_100","2010=100",115,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2010_100","2010=100",110.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2010_100","2010=100",110.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2010_100","2010=100",110.6,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2010_100","2010=100",111.9,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2010_100","2010=100",112.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2010_100","2010=100",112.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2010_100","2010=100",112.8,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EST","Estonia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2010_100","2010=100",112.4,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2010_100","2010=100",94.12581,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2010_100","2010=100",84.48951,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2010_100","2010=100",107.93,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2010_100","2010=100",97.75351,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2010_100","2010=100",90.43494,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2010_100","2010=100",100.3358,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2010_100","2010=100",102.2003,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2010_100","2010=100",101.6921,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2010_100","2010=100",107.2896,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2010_100","2010=100",109.4294,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2010_100","2010=100",97.99483,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2010_100","2010=100",108.1699,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2010_100","2010=100",103.3915,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2010_100","2010=100",105.159,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2010_100","2010=100",104.3034,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2010_100","2010=100",107.627,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2010_100","2010=100",108.292,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2010_100","2010=100",95.04784,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2010_100","2010=100",111.385,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2010_100","2010=100",108.7758,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2010_100","2010=100",112.0513,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2010_100","2010=100",110.8315,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2010_100","2010=100",108.424,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2010_100","2010=100",106.9523,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2010_100","2010=100",112.6546,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2010_100","2010=100",112.3086,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2010_100","2010=100",120.9273,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2010_100","2010=100",123.8504,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2010_100","2010=100",121.5427,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2010_100","2010=100",128.4019,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2010_100","2010=100",119.7568,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2010_100","2010=100",123.3711,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2010_100","2010=100",122.5487,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2010_100","2010=100",123.037,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2010_100","2010=100",125.4151,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2010_100","2010=100",130.6802,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2010_100","2010=100",128.4106,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2010_100","2010=100",129.6022,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units","2010_100","2010=100",122.3369,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units","2010_100","2010=100",122.6174,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units","2010_100","2010=100",119.8496,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units","2010_100","2010=100",126.0988,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units","2010_100","2010=100",118.5673,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units","2010_100","2010=100",156.7351,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2010_100","2010=100",100.2709,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2010_100","2010=100",95.3681,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2010_100","2010=100",120.9994,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2010_100","2010=100",93.99791,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2010_100","2010=100",114.4495,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2010_100","2010=100",118.9785,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2010_100","2010=100",125.5413,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2010_100","2010=100",122.7704,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2010_100","2010=100",130.4539,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2010_100","2010=100",125.2175,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2010_100","2010=100",128.6241,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2010_100","2010=100",155.457,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2010_100","2010=100",108.1435,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2010_100","2010=100",114.7411,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2010_100","2010=100",125.4146,,
"SLRTCR03","Passenger car registrations sa, Index","EST","Estonia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2010_100","2010=100",151.3196,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units","2015_100","2015=100",98.10278,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units","2015_100","2015=100",98.94358,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units","2015_100","2015=100",98.17247,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units","2015_100","2015=100",97.9949,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-05","May-2015","IDX","Index","0","Units","2015_100","2015=100",98.89909,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units","2015_100","2015=100",99.19999,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units","2015_100","2015=100",100.0337,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units","2015_100","2015=100",101.4412,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units","2015_100","2015=100",100.7634,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units","2015_100","2015=100",103.6511,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units","2015_100","2015=100",101.6501,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units","2015_100","2015=100",102.1286,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units","2015_100","2015=100",102.5269,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units","2015_100","2015=100",102.2902,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units","2015_100","2015=100",103.0695,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units","2015_100","2015=100",104.1047,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-05","May-2016","IDX","Index","0","Units","2015_100","2015=100",105.6444,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units","2015_100","2015=100",107.2974,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units","2015_100","2015=100",105.1467,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units","2015_100","2015=100",104.7563,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units","2015_100","2015=100",105.659,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units","2015_100","2015=100",108.5013,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units","2015_100","2015=100",106.2078,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units","2015_100","2015=100",105.0059,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units","2015_100","2015=100",105.9349,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units","2015_100","2015=100",107.2531,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units","2015_100","2015=100",107.6147,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units","2015_100","2015=100",107.7294,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-05","May-2017","IDX","Index","0","Units","2015_100","2015=100",108.2175,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units","2015_100","2015=100",106.9784,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units","2015_100","2015=100",106.3032,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units","2015_100","2015=100",109.7957,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units","2015_100","2015=100",110.3844,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units","2015_100","2015=100",110.2457,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units","2015_100","2015=100",115.0131,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units","2015_100","2015=100",113.1059,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units","2015_100","2015=100",113.593,,
"PRINTO01","Production of total industry sa, Index","IND","India","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units","2015_100","2015=100",114.648,,
